,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
1369,1603,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1370,1603,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1371,1604,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1372,1605,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1373,1606,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1374,1607,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1375,1608,165,MayLongWeekend,[2-3],Nonref,[160-260],[5-inf],True
1376,1609,225,MayLongWeekend,[2-3],Standard,[260-360],[3-4],True
1377,1610,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1378,1611,61,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
1379,1612,133,MayLongWeekend,[4-7],Nonref,[160-260],[3-4],True
1380,1613,73,HighSeason,[2-3],Nonref,[160-260],[3-4],True
1381,1614,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1382,1615,175,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],False
1383,1616,226,MayLongWeekend,[2-3],Standard,[160-260],[1-1],False
1384,1617,95,LowSeason,[4-7],Standard,[260-360],[5-inf],True
1385,1618,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1386,1619,100,HighSeason,[2-3],Standard,[260-360],[5-inf],True
1387,1620,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
1388,1621,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
1389,1622,78,OffSeason,[4-7],Nonref,[160-260],[3-4],False
1390,1623,66,HighSeason,[4-7],Standard,[160-260],[3-4],True
1391,1624,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1392,1624,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1393,1625,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1394,1626,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1395,1627,192,MayLongWeekend,[2-3],Nonref,[160-260],[2-2],False
1396,1628,172,MayLongWeekend,[4-7],Nonref,[160-260],[5-inf],True
1397,1629,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
1398,1630,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
1399,1631,227,HighSeason,[8-inf],Standard,[260-360],[5-inf],True
1400,1632,160,MayLongWeekend,[2-3],Standard,[160-260],[3-4],False
1401,1633,77,OffSeason,[4-7],Standard,[0-160],[2-2],True
1402,1634,166,LowSeason,[4-7],Nonref,[260-360],[5-inf],True
1403,1635,71,OffSeason,[4-7],Nonref,[0-160],[2-2],True
1404,1636,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1405,1637,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1406,1638,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1407,1639,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1408,1640,228,LowSeason,[0-1],Standard,[160-260],[3-4],False
1409,1641,175,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],False
1410,1642,129,MayLongWeekend,[2-3],Nonref,[160-260],[2-2],True
1411,1643,229,MayLongWeekend,[2-3],Nonref,[160-260],[1-1],True
1412,1644,165,MayLongWeekend,[2-3],Nonref,[160-260],[5-inf],True
1413,1646,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1414,1647,160,MayLongWeekend,[2-3],Standard,[160-260],[3-4],False
1415,1648,160,MayLongWeekend,[2-3],Standard,[160-260],[3-4],False
1416,1649,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1417,1650,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1418,1651,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1419,1652,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1420,1653,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1421,1287,149,OffSeason,[2-3],Nonref,[260-360],[2-2],True
1422,1287,149,OffSeason,[2-3],Nonref,[260-360],[2-2],True
1423,1287,149,OffSeason,[2-3],Nonref,[260-360],[2-2],True
1424,1654,220,MayLongWeekend,[2-3],Nonref,[260-360],[5-inf],False
1425,1655,163,MayLongWeekend,[2-3],Nonref,[260-360],[5-inf],True
1426,1656,133,MayLongWeekend,[4-7],Nonref,[160-260],[3-4],True
1427,1657,216,MayLongWeekend,[2-3],Nonref,[260-360],[3-4],True
1428,1658,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1429,1659,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1430,1660,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1431,1661,129,MayLongWeekend,[2-3],Nonref,[160-260],[2-2],True
1432,1662,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1433,1663,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1434,1664,134,OffSeason,[8-inf],Nonref,[160-260],[2-2],True
1435,1665,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1436,1666,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1437,1667,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
1438,1668,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1439,1669,230,MayLongWeekend,[0-1],Standard,[160-260],[3-4],False
1440,1670,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1441,1671,147,OffSeason,[2-3],Nonref,[0-160],[2-2],False
1442,1672,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1443,706,126,MayLongWeekend,[2-3],Standard,[160-260],[3-4],True
1444,1673,163,MayLongWeekend,[2-3],Nonref,[260-360],[5-inf],True
1445,1674,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
1446,1675,137,OffSeason,[2-3],Nonref,[160-260],[1-1],True
1447,1676,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1448,1677,231,LowSeason,[2-3],Standard,[260-360],[3-4],True
1449,1677,231,LowSeason,[2-3],Standard,[260-360],[3-4],True
1450,1678,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
1451,1679,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1452,1680,190,OffSeason,[8-inf],Nonref,[160-260],[3-4],True
1453,1681,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1454,1682,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1455,1683,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1456,1684,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
1457,1685,232,LowSeason,[2-3],Nonref,[260-360],[3-4],False
1458,1686,38,OffSeason,[4-7],Standard,[260-360],[3-4],True
1459,1687,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1460,1688,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1461,1689,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1462,1690,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1463,1287,158,HighSeason,[4-7],Nonref,[160-260],[3-4],True
1464,1691,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1465,1692,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1466,1693,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1467,1694,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1468,1695,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1469,1696,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1470,1697,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1471,1698,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1472,1699,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1473,1700,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1474,1701,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
1475,1702,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1476,1703,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1477,1626,233,MayLongWeekend,[0-1],Standard,[160-260],[3-4],True
1478,1704,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1479,1596,117,MayLongWeekend,[2-3],Standard,[260-360],[5-inf],True
1480,1705,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
1481,1706,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1482,1707,126,MayLongWeekend,[2-3],Standard,[160-260],[3-4],True
1483,1708,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1484,1709,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1485,1710,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1486,1711,163,MayLongWeekend,[2-3],Nonref,[260-360],[5-inf],True
1487,1712,218,MayLongWeekend,[2-3],Standard,[160-260],[2-2],True
1488,1713,234,OffSeason,[8-inf],Standard,[260-360],[3-4],True
1489,1714,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1490,1715,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
1491,1716,66,HighSeason,[4-7],Standard,[160-260],[3-4],True
1492,1717,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1493,1718,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
1494,1719,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1495,1720,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1496,1721,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1497,1722,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1498,1723,135,OffSeason,[4-7],Standard,[160-260],[5-inf],True
1499,1724,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
1500,1725,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1501,1725,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1502,1726,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1503,1727,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
1504,1728,235,LowSeason,[4-7],Nonref,[260-360],[2-2],False
1505,1729,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1506,1730,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1507,1731,66,HighSeason,[4-7],Standard,[160-260],[3-4],True
1508,1732,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1509,1733,147,OffSeason,[2-3],Nonref,[0-160],[2-2],False
1510,1734,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1511,1735,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1512,1736,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1513,1737,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
1514,1738,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1515,1739,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1516,1114,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1517,50,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1518,1740,53,OffSeason,[4-7],Nonref,[160-260],[2-2],False
1519,1741,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1520,1742,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1521,1743,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1522,1744,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1523,1745,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1524,1746,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1525,1484,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
1526,1747,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1527,1748,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1528,1749,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1529,1750,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
1530,1751,20,OffSeason,[2-3],Standard,[160-260],[5-inf],False
1531,1752,137,OffSeason,[2-3],Nonref,[160-260],[1-1],True
1532,1753,135,OffSeason,[4-7],Standard,[160-260],[5-inf],True
1533,1754,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1534,1755,236,HighSeason,[0-1],Nonref,[160-260],[3-4],False
1535,1756,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
1536,1757,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1537,1758,237,HighSeason,[2-3],Nonref,[160-260],[1-1],False
1538,1758,176,HighSeason,[2-3],Nonref,[160-260],[3-4],False
1539,1759,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
1540,1760,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1541,1761,78,OffSeason,[4-7],Nonref,[160-260],[3-4],False
1542,1762,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
1543,1763,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1544,1764,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1545,1765,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1546,1766,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1547,1767,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1548,1768,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1549,1769,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1550,1770,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1551,1771,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1552,1772,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1553,1773,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1554,1774,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1555,1775,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
1556,1776,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
1557,1777,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
1558,1778,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1559,1779,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1560,1780,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1561,1781,158,HighSeason,[4-7],Nonref,[160-260],[3-4],True
1562,1782,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1563,1783,158,HighSeason,[4-7],Nonref,[160-260],[3-4],True
1564,1784,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1565,1785,119,HighSeason,[8-inf],Standard,[160-260],[2-2],True
1566,1786,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
1567,1787,158,HighSeason,[4-7],Nonref,[160-260],[3-4],True
1568,1788,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
1569,1789,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1570,1790,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1571,1791,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1572,1792,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1573,1793,106,OffSeason,[4-7],Nonref,[260-360],[3-4],True
1574,1794,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1575,1795,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
1576,1796,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
1577,1798,183,LowSeason,[4-7],Standard,[160-260],[2-2],True
1578,1799,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1579,1800,96,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
1580,1800,73,HighSeason,[2-3],Nonref,[160-260],[3-4],True
1581,1801,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1582,1802,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1583,1803,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
1584,1804,207,HighSeason,[2-3],Nonref,[160-260],[2-2],True
1585,1805,199,OffSeason,[2-3],Nonref,[260-360],[3-4],False
1586,1806,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1587,1807,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1588,1808,114,LowSeason,[4-7],Nonref,[160-260],[2-2],True
1589,1809,231,LowSeason,[2-3],Standard,[260-360],[3-4],True
1590,1810,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
1591,1811,158,HighSeason,[4-7],Nonref,[160-260],[3-4],True
1592,1812,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
1593,1813,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1594,1814,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1595,1815,92,HighSeason,[4-7],Standard,[260-360],[5-inf],True
1596,1816,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1597,1817,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1598,1818,137,OffSeason,[2-3],Nonref,[160-260],[1-1],True
1599,1819,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
1600,1819,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
1601,1820,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1602,1821,238,OffSeason,[0-1],Standard,[160-260],[2-2],False
1603,1822,96,HighSeason,[2-3],Nonref,[160-260],[5-inf],True
1604,1823,207,HighSeason,[2-3],Nonref,[160-260],[2-2],True
1605,1824,213,OffSeason,[2-3],Nonref,[0-160],[1-1],False
1606,1825,141,LowSeason,[4-7],Nonref,[160-260],[3-4],True
1607,1826,183,LowSeason,[4-7],Standard,[160-260],[2-2],True
1608,1827,35,OffSeason,[2-3],Standard,[160-260],[1-1],False
1609,1828,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
1610,1829,67,OffSeason,[2-3],Standard,[260-360],[5-inf],False
1611,1830,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1612,1831,66,HighSeason,[4-7],Standard,[160-260],[3-4],True
1613,1832,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1614,1833,66,HighSeason,[4-7],Standard,[160-260],[3-4],True
1615,1834,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1616,1834,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1617,1835,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
1618,1836,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1619,1837,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1620,1838,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
1621,1839,73,HighSeason,[2-3],Nonref,[160-260],[3-4],True
1622,1840,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1623,1841,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1624,1842,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1625,1259,140,HighSeason,[4-7],Standard,[260-360],[3-4],True
1626,1843,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1627,1844,94,OffSeason,[4-7],Nonref,[160-260],[5-inf],True
1628,1845,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1629,1846,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1630,1847,35,OffSeason,[2-3],Standard,[160-260],[1-1],False
1631,1848,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1632,1849,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1633,1850,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1634,1851,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1635,1852,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1636,1853,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1637,1854,141,LowSeason,[4-7],Nonref,[160-260],[3-4],True
1638,1855,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1639,1856,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
1640,1857,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1641,1858,53,OffSeason,[4-7],Nonref,[160-260],[2-2],False
1642,1859,61,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
1643,1860,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1644,1861,83,HighSeason,[4-7],Nonref,[160-260],[2-2],True
1645,1862,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
1646,1863,78,OffSeason,[4-7],Nonref,[160-260],[3-4],False
1647,1864,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
1648,1865,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1649,1828,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
1650,1866,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1651,1867,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1652,1868,204,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
1653,1869,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1654,1870,71,OffSeason,[4-7],Nonref,[0-160],[2-2],True
1655,1871,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
1656,1872,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1657,1873,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1658,1874,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1659,706,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1660,1875,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1661,1876,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1662,1566,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1663,1877,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1664,1878,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1665,1879,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1666,1880,183,LowSeason,[4-7],Standard,[160-260],[2-2],True
1667,1881,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1668,1882,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1669,1883,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
1670,1884,75,HighSeason,[4-7],Nonref,[0-160],[2-2],True
1671,962,207,HighSeason,[2-3],Nonref,[160-260],[2-2],True
1672,1885,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1673,1886,70,HighSeason,[8-inf],Nonref,[160-260],[3-4],True
1674,1887,66,HighSeason,[4-7],Standard,[160-260],[3-4],True
1675,1888,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1676,1889,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
1677,1890,35,OffSeason,[2-3],Standard,[160-260],[1-1],False
1678,1891,58,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
1679,1892,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
1680,1893,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
1681,1894,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1682,1895,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1683,1896,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
1684,1897,147,OffSeason,[2-3],Nonref,[0-160],[2-2],False
1685,1898,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1686,1899,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
1687,1899,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
1688,1899,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1689,1748,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1690,1900,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1691,115,67,OffSeason,[2-3],Standard,[260-360],[5-inf],False
1692,1860,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1693,1901,239,HighSeason,[4-7],Standard,[160-260],[5-inf],True
1694,1902,90,OffSeason,[8-inf],Nonref,[0-160],[2-2],True
1695,1903,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1696,1904,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1697,1905,61,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
1698,1321,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
1699,1906,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
1700,1907,240,LowSeason,[2-3],Standard,[160-260],[5-inf],False
1701,1908,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1702,1909,241,LowSeason,[8-inf],Nonref,[260-360],[5-inf],True
1703,1910,141,LowSeason,[4-7],Nonref,[160-260],[3-4],True
1704,1911,168,HighSeason,[2-3],Nonref,[160-260],[2-2],False
1705,1912,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
1706,1913,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1707,1914,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
1708,706,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1709,1915,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1710,1916,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1711,1917,194,LowSeason,[2-3],Nonref,[160-260],[3-4],True
1712,1918,73,HighSeason,[2-3],Nonref,[160-260],[3-4],True
1713,1919,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1714,1920,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
1715,1921,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1716,1922,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1717,1923,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1718,1924,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1719,1925,60,HighSeason,[4-7],Standard,[0-160],[2-2],True
1720,1926,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1721,1927,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1722,1928,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
1723,1929,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1724,1930,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1725,1930,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
1726,1931,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
1727,1932,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
1728,1933,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
1729,1934,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1730,1935,100,HighSeason,[2-3],Standard,[260-360],[5-inf],True
1731,1936,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
1732,1937,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
1733,1938,194,LowSeason,[2-3],Nonref,[160-260],[3-4],True
1734,1938,242,LowSeason,[2-3],Nonref,[260-360],[5-inf],True
1735,1939,97,OffSeason,[2-3],Nonref,[160-260],[5-inf],False
1736,1940,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
1737,1941,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
1738,1942,207,HighSeason,[2-3],Nonref,[160-260],[2-2],True
1739,1,166,LowSeason,[4-7],Nonref,[260-360],[5-inf],True
1740,1943,137,OffSeason,[2-3],Nonref,[160-260],[1-1],True
1741,1944,159,LowSeason,[2-3],Standard,[160-260],[3-4],True
1742,1945,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1743,1946,134,OffSeason,[8-inf],Nonref,[160-260],[2-2],True
1744,1947,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1745,1948,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
1746,1949,100,HighSeason,[2-3],Standard,[260-360],[5-inf],True
1747,1950,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
1748,1951,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
1749,1952,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
1750,1953,183,LowSeason,[4-7],Standard,[160-260],[2-2],True
1751,1954,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
1752,1955,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
1753,1956,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
